"","name","country.etc","pop","lat","long","capital","x","y","city"
"668","Parker CO","CO",45478,39.51,-104.76,0,-408544.203495807,-598507.43521314,"Parker"
"669","Parkway-South Sacramento CA","CA",39984,38.51,-121.45,0,-1843806.85123564,-481364.439181893,"Parkway-South Sacramento"
"670","Parma OH","OH",81917,41.38,-81.73,0,1509526.75660485,-233541.534292837,"Parma"
"671","Parsippany-Troy Hills Township NJ","NJ",52051,40.86,-74.42,0,2109692.54809522,-127757.584720269,"Parsippany-Troy Hills Township"
"672","Pasadena CA","CA",146676,34.16,-118.14,0,-1660930.47601418,-1024996.19878013,"Pasadena"
"673","Pasadena TX","TX",145351,29.66,-95.15,0,472566.011196978,-1687441.27139436,"Pasadena"
"674","Pasco WA","WA",45774,46.25,-119.13,0,-1453713.65546542,313154.483973181,"Pasco"
"675","Passaic NJ","NJ",69035,40.86,-74.13,0,2132616.57502465,-120203.443677642,"Passaic"
"676","Paterson NJ","NJ",151523,40.91,-74.16,0,2128581.43945226,-115621.871259346,"Paterson"
"677","Pawtucket RI","RI",75297,41.87,-71.37,0,2311593.05766387,63354.4765102357,"Pawtucket"
"678","Peabody MA","MA",50698,42.53,-70.97,0,2317085.90496279,144943.291032326,"Peabody"
"679","Pearland TX","TX",59287,29.56,-95.28,0,460425.723768448,-1699150.70965316,"Pearland"
"680","Pembroke Pines FL","FL",160157,26.01,-80.34,0,1971973.33797105,-1880634.7292913,"Pembroke Pines"
"681","Penn Hills PA","PA",44124,40.48,-79.83,0,1686214.44951269,-294607.564551711,"Penn Hills"
"682","Pensacola FL","FL",53652,30.44,-87.19,0,1232519.02678625,-1523071.85374741,"Pensacola"
"683","Peoria AZ","AZ",146634,33.69,-112.24,0,-1133177.14053777,-1173919.31989132,"Peoria"
"684","Peoria IL","IL",112894,40.74,-89.61,0,873092.117979902,-418495.347284643,"Peoria"
"685","Perris CA","CA",48555,33.79,-117.22,0,-1585593.91651932,-1083102.10402909,"Perris"
"686","Perth Amboy NJ","NJ",49448,40.52,-74.27,0,2132800.00966121,-160372.516066165,"Perth Amboy"
"687","Petaluma CA","CA",55536,38.24,-122.63,0,-1949793.58193614,-483562.850917566,"Petaluma"
"688","Pharr TX","TX",63806,26.18,-98.19,0,183063.687999772,-2081417.08875922,"Pharr"
"689","Philadelphia PA","PA",1439814,40.01,-75.13,0,2080519.86159339,-237404.145129064,"Philadelphia"
"690","Phoenix AZ","AZ",1450884,33.54,-112.07,2,-1119669.54503695,-1192673.81317603,"Phoenix"
"691","Pico Rivera CA","CA",66874,33.99,-118.09,0,-1660029.85266273,-1044550.77059716,"Pico Rivera"
"692","Pierre SD","SD",14052,44.37,-100.34,2,-27025.6942326156,-69995.8729365269,"Pierre"
"693","Pine Bluff AR","AR",52802,34.21,-92.02,0,735746.589010746,-1163447.02115482,"Pine Bluff"
"694","Pine Hills FL","FL",46248,28.58,-81.46,0,1812312.11131551,-1625565.42549561,"Pine Hills"
"695","Pinellas Park FL","FL",46469,27.86,-82.71,0,1705303.6056359,-1729312.24028465,"Pinellas Park"
"696","Pittsburg CA","CA",64106,38.02,-121.89,0,-1893890.25650657,-524620.842009885,"Pittsburg"
"697","Pittsburgh PA","PA",316272,40.44,-79.98,0,1675013.67407119,-302036.443200997,"Pittsburgh"
"698","Pittsfield MA","MA",43821,42.45,-73.26,0,2145839.3858721,73076.0780284066,"Pittsfield"
"699","Placentia CA","CA",49679,33.88,-117.85,0,-1640698.54972117,-1061253.87273764,"Placentia"
"700","Plainfield NJ","NJ",47769,40.62,-74.42,0,2117590.67088522,-153540.149621082,"Plainfield"
"701","Plano TX","TX",260415,33.05,-96.75,0,304474.334805534,-1320583.53299406,"Plano"
"702","Plantation FL","FL",86330,26.13,-80.26,0,1977433.96949622,-1865808.18850331,"Plantation"
"703","Pleasanton CA","CA",67119,37.67,-121.89,0,-1903364.21366522,-562608.682524073,"Pleasanton"
"704","Plymouth MA","MA",133313,41.96,-70.67,0,2361617.0913921,93163.4973228897,"Plymouth"
"705","Plymouth MN","MN",73505,45.02,-93.46,0,513340.852516926,22964.7095268634,"Plymouth"
"706","Pocatello ID","ID",50496,42.88,-112.47,0,-1011339.73687714,-158314.107913462,"Pocatello"
"707","Pomona CA","CA",157501,34.06,-117.76,0,-1628848.45123337,-1043321.04690698,"Pomona"
"708","Pompano Beach FL","FL",90446,26.24,-80.13,0,1987967.5061104,-1850926.57238423,"Pompano Beach"
"709","Pontiac MI","MI",67952,42.65,-83.29,0,1355075.11824794,-122013.52536672,"Pontiac"
"710","Port Arthur TX","TX",56728,29.9,-93.93,0,589643.701290245,-1653546.95811578,"Port Arthur"
"711","Port Charlotte FL","FL",49840,26.99,-82.11,0,1779665.78808157,-1812066.83219946,"Port Charlotte"
"712","Port Orange FL","FL",55891,29.11,-81.01,0,1844709.2780564,-1558353.46974301,"Port Orange"
"713","Port Saint Lucie FL","FL",126377,27.28,-80.35,0,1945428.24839344,-1742955.43447893,"Port Saint Lucie"
"714","Portage MI","MI",46666,42.2,-85.59,0,1179754.71522469,-207146.506696965,"Portage"
"715","Porterville CA","CA",45703,36.06,-119.03,0,-1697847.80829265,-799742.783292887,"Porterville"
"716","Portland ME","ME",62882,43.66,-70.28,0,2324615.19683288,284570.077847116,"Portland"
"717","Portland OR","OR",542751,45.54,-122.66,0,-1735851.13180847,306560.827407318,"Portland"
"718","Portsmouth VA","VA",98664,36.86,-76.36,0,2074082.46293226,-608428.103702462,"Portsmouth"
"719","Potomac MD","MD",45119,39.03,-77.2,0,1941459.04057558,-393980.690139022,"Potomac"
"720","Poway CA","CA",49943,32.99,-117.02,0,-1583211.55221049,-1174336.32100081,"Poway"
"721","Prescott AZ","AZ",41432,34.58,-112.45,0,-1139486.95776363,-1073181.36578771,"Prescott"
"722","Providence RI","RI",178295,41.82,-71.42,2,2309628.46139162,56607.3355784801,"Providence"
"723","Provo UT","UT",105832,40.25,-111.64,0,-984661.060056277,-458529.074941661,"Provo"
"724","Pueblo CO","CO",104659,38.27,-104.62,0,-403763.878675977,-736733.095155461,"Pueblo"
"725","Quincy IL","IL",39549,39.93,-91.39,0,733232.640701684,-525409.004451311,"Quincy"
"726","Quincy MA","MA",89347,42.26,-71.01,0,2324340.16749585,115131.496470053,"Quincy"
"727","Racine WI","WI",78703,42.73,-87.81,0,991277.050599477,-178291.507982313,"Racine"
"728","Raleigh NC","NC",350822,35.82,-78.66,2,1904894.04671335,-776134.408274813,"Raleigh"
"729","Rancho Cordova CA","CA",59972,38.6,-121.3,0,-1828871.91718049,-474922.355810151,"Rancho Cordova"
"730","Rancho Cucamonga CA","CA",177721,34.12,-117.57,0,-1610500.85535942,-1040402.71594123,"Rancho Cucamonga"
"731","Rancho Palos Verdes CA","CA",42966,33.76,-118.36,0,-1689247.1644112,-1064325.64137478,"Rancho Palos Verdes"
"732","Rancho Santa Margarita CA","CA",52447,33.64,-117.6,0,-1623037.45100947,-1092304.90837494,"Rancho Santa Margarita"
"733","Rapid City SD","SD",62302,44.08,-103.23,0,-257932.788408044,-97176.5412695405,"Rapid City"
"734","Reading PA","PA",79476,40.34,-75.93,0,2005882.6008493,-221823.526231332,"Reading"
"735","Redan GA","GA",40141,33.74,-84.16,0,1461343.5202827,-1113392.57817554,"Redan"
"736","Redding CA","CA",93865,40.57,-122.36,0,-1861354.23545705,-237394.547268306,"Redding"
"737","Redford MI","MI",49542,42.39,-83.29,0,1360824.56812109,-150487.341405832,"Redford"
"738","Redlands CA","CA",71605,34.06,-117.17,0,-1575665.93661115,-1054502.05087443,"Redlands"
"739","Redmond WA","WA",47662,47.67,-122.11,0,-1629555.67976823,524624.938892984,"Redmond"
"740","Redondo Beach CA","CA",68669,33.86,-118.38,0,-1688914.62726765,-1053006.52322386,"Redondo Beach"
"741","Redwood City CA","CA",71340,37.52,-122.21,0,-1934476.18150751,-571477.266200605,"Redwood City"
"742","Reno NV","NV",206626,39.54,-119.82,0,-1681454.54390532,-404145.025351011,"Reno"
"743","Renton WA","WA",57369,47.48,-122.2,0,-1641909.95686971,505998.241244522,"Renton"
"744","Reston VA","VA",61977,38.95,-77.35,0,1931364.17255737,-406172.518583736,"Reston"
"745","Revere MA","MA",46259,42.42,-70.99,0,2319768.95689666,132693.024057304,"Revere"
"746","Rialto CA","CA",103423,34.11,-117.39,0,-1594492.20996878,-1044908.74454687,"Rialto"
"747","Richardson TX","TX",107481,32.97,-96.71,0,308521.864934691,-1329283.51641282,"Richardson"
"748","Richland WA","WA",46156,46.29,-119.29,0,-1464507.42197331,320421.509084548,"Richland"
"749","Richmond CA","CA",103818,37.95,-122.36,0,-1935283.2356485,-521339.697069377,"Richmond"
"750","Richmond VA","VA",189498,37.53,-77.47,2,1961229.91395874,-562873.787463768,"Richmond"
"751","Rio Rancho NM","NM",66833,35.27,-106.66,0,-606036.502800985,-1056754.01922046,"Rio Rancho"
"752","Riverside CA","CA",306351,33.94,-117.4,0,-1598845.24831499,-1063310.92445156,"Riverside"
"753","Roanoke VA","VA",90410,37.28,-79.96,0,1756168.82273548,-645799.522179208,"Roanoke"
"754","Rochester Hills MI","MI",68879,42.67,-83.16,0,1364984.27075594,-117651.89913896,"Rochester Hills"
"755","Rochester MN","MN",98227,44.01,-92.48,0,600354.214211294,-82303.5746339445,"Rochester"
"756","Rochester NY","NY",209587,43.17,-77.62,0,1786826.02928417,44462.2690077626,"Rochester"
"757","Rock Hill SC","SC",61899,34.94,-81.03,0,1717982.9506263,-923191.280542853,"Rock Hill"
"758","Rockford IL","IL",153148,42.27,-89.06,0,897099.69550309,-243512.584050896,"Rockford"
"759","Rocklin CA","CA",59546,38.8,-121.24,0,-1818540.6887363,-454517.277239635,"Rocklin"
"760","Rockville MD","MD",63516,39.08,-77.15,0,1944144.11427381,-387386.757197588,"Rockville"
"761","Rocky Mount NC","NC",56008,35.96,-77.81,0,1974887.5175877,-741194.612596299,"Rocky Mount"
"762","Rogers AR","AR",46984,36.33,-94.13,0,526820.642087581,-944765.093582024,"Rogers"
"763","Rohnert Park CA","CA",41154,38.35,-122.7,0,-1952530.2312798,-469991.430626194,"Rohnert Park"
"764","Romeoville IL","IL",46960,41.65,-88.09,0,985682.630962216,-300811.851558617,"Romeoville"
"765","Rosemead CA","CA",56542,34.07,-118.08,0,-1657441.45559044,-1036006.9716766,"Rosemead"
"766","Roseville CA","CA",120444,38.76,-121.29,0,-1823771.9948989,-457759.910039167,"Roseville"
"767","Roseville MI","MI",47190,42.51,-82.94,0,1386108.72962785,-131449.83654279,"Roseville"
"768","Roswell GA","GA",76825,34.04,-84.36,0,1437685.66009483,-1083936.25163825,"Roswell"
"769","Roswell NM","NM",43788,33.37,-104.53,0,-422601.100117214,-1279760.25062139,"Roswell"
"770","Round Rock TX","TX",95330,30.52,-97.67,0,224949.032297553,-1602791.15700097,"Round Rock"
"771","Rowland Heights CA","CA",53112,33.98,-117.89,0,-1642223.58313769,-1049549.38821886,"Rowland Heights"
"772","Rowlett TX","TX",57174,32.91,-96.55,0,323753.774774555,-1335324.04261609,"Rowlett"
"773","Royal Oak MI","MI",57043,42.51,-83.15,0,1369351.37301293,-135001.698991139,"Royal Oak"
"774","Sacramento CA","CA",480392,38.57,-121.47,2,-1843868.71974593,-474401.080004194,"Sacramento"
"775","Saginaw MI","MI",56685,43.42,-83.95,0,1285961.91439559,-48368.2861579176,"Saginaw"
"776","Saint Charles MO","MO",62284,38.79,-90.52,0,820645.775176881,-643372.579991198,"Saint Charles"
"777","Saint Clair Shores MI","MI",60089,42.49,-82.89,0,1390549.54944052,-132786.410213607,"Saint Clair Shores"
"778","Saint Cloud MN","MN",59074,45.55,-94.17,0,453484.774397453,77524.3537197574,"Saint Cloud"
"779","Saint George UT","UT",63952,37.08,-113.58,0,-1201066.98835427,-782348.954098679,"Saint George"
"780","Saint Joseph MO","MO",71282,39.76,-94.82,0,442886.639612764,-568616.199119274,"Saint Joseph"
"781","Saint Louis MO","MO",315546,38.64,-90.24,0,846587.728604956,-657147.576981777,"Saint Louis"
"782","Saint Louis Park MN","MN",44032,44.95,-93.36,0,521805.621761716,15839.6198875249,"Saint Louis Park"
"783","Saint Paul MN","MN",272469,44.95,-93.1,2,542177.122105148,17547.767585001,"Saint Paul"
"784","Saint Peters MO","MO",54258,38.78,-90.61,0,813014.111603254,-645362.498539696,"Saint Peters"
"785","Saint Petersburg FL","FL",245804,27.76,-82.64,0,1713914.49815407,-1738834.24837605,"Saint Petersburg"
"786","Salem NH","NH",42859,42.53,-70.87,0,2324634.80462421,147824.278251481,"Salem"
"787","Salem OR","OR",148942,44.92,-123.02,2,-1781991.97341699,247605.247085405,"Salem"
"788","Salina KS","KS",45715,38.82,-97.62,0,206454.504649934,-683900.645210201,"Salina"
"789","Salinas CA","CA",150050,36.68,-121.64,0,-1908471.39230076,-675838.162705488,"Salinas"
"790","Salt Lake City UT","UT",177318,40.78,-111.93,2,-1000833.81864007,-396555.63737197,"Salt Lake City"
"791","San Angelo TX","TX",88143,31.45,-100.45,0,-42986.8829724692,-1503069.60029646,"San Angelo"
"792","San Antonio TX","TX",1278171,29.46,-98.51,0,145585.814736981,-1721429.50352263,"San Antonio"
"793","San Bernardino CA","CA",205743,34.14,-117.29,0,-1584874.27160007,-1043508.19715076,"San Bernardino"
"794","San Bruno CA","CA",39523,37.62,-122.43,0,-1950301.95242246,-555476.923904137,"San Bruno"
"795","San Buenaventura CA","CA",106518,34.27,-119.26,0,-1758881.53697557,-990299.582282436,"San Buenaventura"
"796","San Clemente CA","CA",64987,33.45,-117.61,0,-1627817.56378557,-1112881.5294607,"San Clemente"
"797","San Diego CA","CA",1299352,32.81,-117.14,0,-1597724.05636491,-1191775.70710578,"San Diego"
"798","San Francisco CA","CA",723724,37.77,-122.45,0,-1947834.3008187,-538743.964422847,"San Francisco"
"799","San Gabriel CA","CA",41861,34.09,-118.1,0,-1658817.72669734,-1033429.48668715,"San Gabriel"
"800","San Jose CA","CA",897883,37.3,-121.85,0,-1909929.81576466,-603691.612515147,"San Jose"
"801","San Leandro CA","CA",80015,37.71,-122.15,0,-1924217.88361384,-552263.336864468,"San Leandro"
"802","San Luis Obispo CA","CA",44098,35.27,-120.66,0,-1859315.28849301,-851234.133200481,"San Luis Obispo"
"803","San Marcos CA","CA",73020,33.14,-117.17,0,-1593974.16021247,-1155127.2424997,"San Marcos"
"804","San Marcos TX","TX",49051,29.88,-97.93,0,201303.303923787,-1673991.34575853,"San Marcos"
"805","San Mateo CA","CA",89495,37.56,-122.31,0,-1941828.81806076,-564800.890036966,"San Mateo"
"806","San Rafael CA","CA",55133,37.98,-122.51,0,-1947035.22474,-514567.924115916,"San Rafael"
"807","San Ramon CA","CA",46278,37.76,-121.95,0,-1905992.78982076,-551461.513734152,"San Ramon"
"808","Sandwich MA","MA",51140,41.76,-70.5,0,2382236.92756733,76941.4022755987,"Sandwich"
"809","Sandy Springs GA","GA",96496,33.94,-84.37,0,1438602.72760059,-1095067.42833086,"Sandy Springs"
"810","Sandy UT","UT",89698,40.57,-111.85,0,-997395.029866845,-420695.073572511,"Sandy"
"811","Sanford FL","FL",46777,28.79,-81.28,0,1825391.55621064,-1598920.64310799,"Sanford"
"812","Santa Ana CA","CA",344086,33.74,-117.88,0,-1646316.57067228,-1075970.08169445,"Santa Ana"
"813","Santa Barbara CA","CA",86115,34.43,-119.72,0,-1796261.32771201,-963156.105200611,"Santa Barbara"
"814","Santa Clara CA","CA",102178,37.37,-121.97,0,-1918230.46466492,-593326.225295248,"Santa Clara"
"815","Santa Clarita CA","CA",172730,34.41,-118.51,0,-1688727.17832384,-990349.40328543,"Santa Clarita"
"816","Santa Cruz CA","CA",54583,36.97,-122.04,0,-1934957.63347914,-635113.32077046,"Santa Cruz"
"817","Santa Fe NM","NM",70598,35.68,-105.95,2,-538650.317413237,-1016206.51569028,"Santa Fe"
"818","Santa Maria CA","CA",87107,34.94,-120.44,0,-1848004.60900223,-892010.131728971,"Santa Maria"
"819","Santa Monica CA","CA",89112,34.01,-118.49,0,-1695593.90061119,-1034425.80504893,"Santa Monica"
"820","Santa Rosa CA","CA",156669,38.45,-122.7,0,-1949701.15546172,-459158.327478162,"Santa Rosa"
"821","Santee CA","CA",52505,32.86,-116.98,0,-1582081.64350118,-1189298.88118613,"Santee"
"822","Sarasota FL","FL",53422,27.34,-82.55,0,1730293.11906568,-1782807.75457699,"Sarasota"
"823","Savannah GA","GA",124898,32.02,-81.13,0,1772832.56628749,-1243806.69720803,"Savannah"
"824","Sayreville NJ","NJ",43390,40.47,-74.32,0,2130471.86131301,-167049.860375029,"Sayreville"
"825","Schaumburg IL","IL",73071,42.03,-88.08,0,980555.359999455,-258765.967407487,"Schaumburg"
"826","Schenectady NY","NY",59930,42.8,-73.93,0,2082390.45287225,92986.2565161694,"Schenectady"
"827","Scottsdale AZ","AZ",230949,33.69,-111.87,0,-1099200.22622828,-1178778.97646503,"Scottsdale"
"828","Scranton PA","PA",72516,41.4,-75.67,0,1993501.28962916,-101169.878298873,"Scranton"
"829","Seattle Hill-Silver Firs WA","WA",42238,47.88,-121.16,0,-1555395.95619527,528230.443403587,"Seattle Hill-Silver Firs"
"830","Seattle WA","WA",570430,47.62,-122.35,0,-1648233.79321674,524191.941935481,"Seattle"
"831","Severn MD","MD",43718,39.14,-76.69,0,1980238.78283851,-369922.379578029,"Severn"
"832","Shawnee KS","KS",59626,39.02,-94.8,0,449479.050670663,-650588.052247032,"Shawnee"
"833","Sheboygan WI","WI",48123,43.75,-87.73,0,980973.583387772,-64839.3776403543,"Sheboygan"
"834","Shelton CT","CT",39988,41.3,-73.14,0,2195353.24833971,-46698.7861397281,"Shelton"
"835","Shoreline WA","WA",51316,47.75,-122.36,0,-1644849.48323914,538402.828258666,"Shoreline"
"836","Shreveport LA","LA",196228,32.47,-93.8,0,584504.372079152,-1369342.35679789,"Shreveport"
"837","Sierra Vista AZ","AZ",42088,31.57,-110.32,0,-981564.518759185,-1430948.2846816,"Sierra Vista"
"838","Silver Spring MD","MD",78119,39.01,-77.02,0,1956873.34623556,-391883.512955542,"Silver Spring"
"839","Simi Valley CA","CA",121033,34.26,-118.75,0,-1713480.94190817,-1001885.85550988,"Simi Valley"
"840","Sioux City IA","IA",82863,42.5,-96.39,0,295904.2698202,-271443.301019427,"Sioux City"
"841","Sioux Falls SD","SD",143534,43.54,-96.73,0,263509.883526333,-157055.440549604,"Sioux Falls"
"842","Skokie IL","IL",64350,42.04,-87.74,0,1008106.32297635,-253532.694860706,"Skokie"
"843","Smyrna GA","GA",47442,33.87,-84.52,0,1426248.57005662,-1105276.91689011,"Smyrna"
"844","Somerville MA","MA",74802,42.39,-71.1,0,2312581.78161785,126347.442525874,"Somerville"
"845","South Bend IN","IN",102927,41.68,-86.27,0,1134134.09092137,-273966.964607312,"South Bend"
"846","South Gate CA","CA",100612,33.94,-118.19,0,-1670093.2574179,-1048043.23609945,"South Gate"
"847","South Hill WA","WA",47384,47.14,-122.27,0,-1657541.84406069,470799.763270585,"South Hill"
"848","South San Francisco CA","CA",58176,37.66,-122.42,0,-1948353.24310101,-551375.379480849,"South San Francisco"
"849","South Valley NM","NM",39544,35.01,-106.68,0,-609917.887493227,-1085361.30480729,"South Valley"
"850","South Whittier CA","CA",59657,33.93,-118.03,0,-1655887.6015662,-1052282.47598815,"South Whittier"
"851","Southaven MS","MS",40806,34.97,-90,0,912078.666560863,-1059914.84206988,"Southaven"
"852","Southfield MI","MI",76506,42.48,-83.26,0,1361233.5281342,-140130.041193611,"Southfield"
"853","Southglenn CO","CO",41951,39.59,-104.95,0,-424324.219005016,-588678.295636065,"Southglenn"
"854","Sparks NV","NV",88518,39.54,-119.74,0,-1674829.00025566,-405775.29366356,"Sparks"
"855","Spokane WA","WA",197513,47.67,-117.41,0,-1291080.10079501,438276.342096642,"Spokane"
"856","Spring Hill FL","FL",103782,28.48,-82.56,0,1708458.63082376,-1658790.71205524,"Spring Hill"
"857","Spring Valley NV","NV",176522,36.11,-115.24,0,-1363957.94985229,-863529.356945679,"Spring Valley"
"858","Springdale AR","AR",58761,36.18,-94.15,0,526091.734498556,-961496.346693269,"Springdale"
"859","Springfield IL","IL",116725,39.78,-89.64,2,883364.592905125,-524902.372321472,"Springfield"
"860","Springfield MA","MA",152095,42.12,-72.54,0,2212772.55462829,57244.0077707956,"Springfield"
"861","Springfield MO","MO",150128,37.2,-93.29,0,594900.446020495,-842831.250272751,"Springfield"
"862","Springfield OH","OH",63915,39.93,-83.8,0,1371754.82369708,-428590.099164852,"Springfield"
"863","Springfield OR","OR",56575,44.05,-122.98,0,-1806071.08112816,152878.307564729,"Springfield"
"864","Stamford CT","CT",122011,41.1,-73.55,0,2170173.20940887,-79128.3947929265,"Stamford"
"865","State College PA","PA",42420,40.79,-77.86,0,1837326.64541232,-218535.961666347,"State College"
"866","Sterling Heights MI","MI",127027,42.58,-83.03,0,1377356.01260393,-125315.091068132,"Sterling Heights"
"867","Sterling VA","VA",56529,39.01,-77.43,0,1923052.2717453,-401544.963841554,"Sterling"
"868","Stillwater OK","OK",43473,36.13,-97.07,0,263868.17835373,-980727.188549959,"Stillwater"
"869","Stockton CA","CA",299188,37.97,-121.31,0,-1846419.04170632,-543153.600947936,"Stockton"
"870","Stratford CT","CT",51466,41.2,-73.13,0,2199611.97625247,-57127.377425082,"Stratford"
"871","Strongsville OH","OH",45073,41.31,-81.83,0,1503089.30159636,-243029.892415787,"Strongsville"
"872","Suffolk VA","VA",84396,36.7,-76.64,0,2054866.93885667,-632697.331469515,"Suffolk"
"873","Sugar Land TX","TX",78502,29.62,-95.62,0,427010.671659764,-1694280.36660897,"Sugar Land"
"874","Sumter SC","SC",40018,33.94,-80.39,0,1797702.86333125,-1018904.38814626,"Sumter"
"875","Sun City AZ","AZ",41380,33.62,-112.28,0,-1137846.53026914,-1181085.17643504,"Sun City"
"876","Sunnyvale CA","CA",125486,37.39,-122.03,0,-1922776.41898547,-589767.087201488,"Sunnyvale"
"877","Sunrise FL","FL",92094,26.15,-80.3,0,1973109.3917973,-1864539.56373096,"Sunrise"
"878","Sunrise Manor NV","NV",195581,36.19,-115.05,0,-1345725.55443987,-857816.361703166,"Sunrise Manor"
"879","Surprise AZ","AZ",74962,33.66,-112.47,0,-1154719.04158009,-1174122.92128773,"Surprise"
"880","Syracuse NY","NY",140793,43.04,-76.14,0,1904969.94178989,64218.6676983078,"Syracuse"
"881","Tacoma WA","WA",197621,47.25,-122.46,0,-1667751.63702998,486627.138468227,"Tacoma"
"882","Tallahassee FL","FL",154114,30.46,-84.28,2,1508722.48332611,-1474584.48790991,"Tallahassee"
"883","Tamarac FL","FL",60021,26.2,-80.26,0,1976031.67305752,-1858210.82797431,"Tamarac"
"884","Tamiami FL","FL",72493,25.76,-80.4,0,1971022.32247559,-1909113.77688558,"Tamiami"
"885","Tampa FL","FL",328578,27.96,-82.48,0,1725780.104936,-1713881.23948925,"Tampa"
"886","Taunton MA","MA",57377,41.9,-71.09,0,2331875.08431742,74588.4213183646,"Taunton"
"887","Taylor MI","MI",64874,42.23,-83.27,0,1365957.13850486,-167675.948920346,"Taylor"
"888","Taylorsville UT","UT",58200,40.66,-111.94,0,-1003517.58813513,-409672.614585244,"Taylorsville"
"889","Teaneck NJ","NJ",40197,40.89,-74.01,0,2141087.79932033,-113834.208739277,"Teaneck"
"890","Temecula CA","CA",90347,33.5,-117.13,0,-1583207.84248918,-1116504.33462597,"Temecula"
"891","Tempe AZ","AZ",158313,33.39,-111.93,0,-1108858.34309325,-1211010.16287041,"Tempe"
"892","Temple TX","TX",55916,31.1,-97.36,0,253173.359375637,-1537947.62075671,"Temple"
"893","Terre Haute IN","IN",56544,39.47,-87.38,0,1079359.33631634,-532315.000133703,"Terre Haute"
"894","Texas City TX","TX",44321,29.41,-94.96,0,492416.250479255,-1713910.43404587,"Texas City"
"895","The Colony TX","TX",45532,33.09,-96.89,0,291222.696084385,-1316649.34848252,"The Colony"
"896","The Hammocks FL","FL",75402,25.67,-80.44,0,1968851.40282132,-1919777.4470701,"The Hammocks"
"897","The Woodlands TX","TX",80285,30.16,-95.49,0,437020.760820676,-1634147.47098447,"The Woodlands"
"898","Thornton CO","CO",109695,39.89,-104.96,0,-423281.407290501,-555343.540246447,"Thornton"
"899","Thousand Oaks CA","CA",130136,34.19,-118.87,0,-1725769.63042565,-1007080.42578278,"Thousand Oaks"
"900","Tigard OR","OR",48122,45.43,-122.77,0,-1747428.7094803,297090.597857718,"Tigard"
"901","Tinley Park IL","IL",59056,41.57,-87.8,0,1010743.16464464,-306106.885766221,"Tinley Park"
"902","Titusville FL","FL",43054,28.59,-80.82,0,1873446.38806774,-1610862.91783235,"Titusville"
"903","Toledo OH","OH",305292,41.66,-83.58,0,1353366.5934719,-235283.866832941,"Toledo"
"904","Toms River NJ","NJ",127934,39.94,-74.17,0,2159881.89802261,-220041.894169289,"Toms River"
"905","Tonawanda CDP NY","NY",59175,42.98,-78.88,0,1694502.32139195,-3209.36720815548,"Tonawanda CDP"
"906","Topeka KS","KS",121229,39.04,-95.69,2,372534.162541264,-652768.319610105,"Topeka"
"907","Torrance CA","CA",146264,33.83,-118.34,0,-1685949.98524744,-1057080.62201169,"Torrance"
"908","Town'n'Country FL","FL",80599,28.01,-82.58,0,1715175.27099999,-1710411.00088763,"Town'n'Country"
"909","Towson MD","MD",54075,39.4,-76.62,0,1978318.15018789,-340121.742992898,"Towson"
"910","Tracy CA","CA",89639,37.74,-121.43,0,-1862627.37380028,-565457.600705297,"Tracy"
"911","Trenton NJ","NJ",84653,40.22,-74.76,2,2103501.83784122,-205333.946482032,"Trenton"
"912","Troy MI","MI",81296,42.58,-83.14,0,1368587.33646739,-127169.677992144,"Troy"
"913","Troy NY","NY",47993,42.73,-73.68,0,2103916.36788755,91974.7134306406,"Troy"
"914","Tuckahoe VA","VA",43996,37.59,-77.59,0,1949443.57132222,-559200.227093109,"Tuckahoe"
"915","Tucson AZ","AZ",525268,32.2,-110.89,0,-1027701.69374463,-1354957.87282363,"Tucson"
"916","Tulare CA","CA",51365,36.2,-119.34,0,-1721639.13180627,-778131.549722646,"Tulare"
"917","Tulsa OK","OK",379833,36.13,-95.92,0,367348.571781417,-976420.387626437,"Tulsa"
"918","Turlock CA","CA",70570,37.5,-120.85,0,-1819715.88305155,-604420.598427671,"Turlock"
"919","Tuscaloosa AL","AL",80164,33.24,-87.54,0,1159855.0063436,-1220445.57541914,"Tuscaloosa"
"920","Tustin CA","CA",69024,33.73,-117.81,0,-1640195.02589824,-1078421.72865918,"Tustin"
"921","Twin Falls ID","ID",39383,42.56,-114.46,0,-1176914.0276886,-166846.966280472,"Twin Falls"
"922","Tyler TX","TX",92155,32.33,-95.3,0,444041.809783049,-1393800.3592157,"Tyler"
"923","Union City CA","CA",70125,37.6,-122.02,0,-1916240.53176179,-567210.337452495,"Union City"
"924","Union City NJ","NJ",65939,40.77,-74.03,0,2143523.0311783,-127236.650711938,"Union City"
"925","Union NJ","NJ",57198,40.7,-74.27,0,2126852.77600873,-141041.548886693,"Union"
"926","Upland CA","CA",75365,34.12,-117.66,0,-1618603.43220824,-1038683.39732208,"Upland"
"927","Urbana IL","IL",39834,40.11,-88.21,0,999361.062095654,-472174.531200806,"Urbana"
"928","Utica NY","NY",58151,43.1,-75.23,0,1972865.43675893,92517.9424347499,"Utica"
"929","Vacaville CA","CA",98110,38.36,-121.97,0,-1891327.66781782,-485893.635035948,"Vacaville"
"930","Valdosta GA","GA",45909,30.85,-83.28,0,1596076.76505926,-1413886.32248436,"Valdosta"
"931","Vallejo CA","CA",121146,38.11,-122.26,0,-1922471.04148761,-506321.917109479,"Vallejo"
